Scenario,TraceFile,Algorithm,PageTableType,PageSizeKB,MemorySizeKB,TotalAccesses,PageFaults,DirtyPages,ExecutionTimeSeconds
1,./input/compilador.log,random,hier3,4,256,1000000,75125,12231,0.138026
1,./input/compilador.log,random,hier3,4,512,1000000,51465,8661,0.139451
1,./input/compilador.log,random,hier3,4,1024,1000000,31811,5716,0.142711
1,./input/compilador.log,random,hier3,4,2048,1000000,16209,3347,0.149414
1,./input/compilador.log,random,hier3,4,4096,1000000,6952,1684,0.147231
1,./input/compilador.log,random,hier3,4,8192,1000000,3417,523,0.167690
1,./input/compilador.log,random,hier3,4,16384,1000000,2852,0,0.154768
1,./input/compilador.log,random,invertida,4,128,1000000,106427,17153,0.148330
1,./input/compilador.log,random,invertida,4,256,1000000,74906,12181,0.156369
1,./input/compilador.log,random,invertida,4,512,1000000,51564,8631,0.154387
1,./input/compilador.log,random,invertida,4,1024,1000000,32063,5807,0.167153
1,./input/compilador.log,random,invertida,4,2048,1000000,16280,3378,0.174187
1,./input/compilador.log,random,invertida,4,4096,1000000,7265,1739,0.153776
1,./input/compilador.log,random,invertida,4,8192,1000000,3429,526,0.152846
1,./input/compilador.log,random,invertida,4,16384,1000000,2852,0,0.192790
1,./input/compilador.log,lfu,densa,4,128,1000000,616152,90223,0.265923
1,./input/compilador.log,lfu,densa,4,256,1000000,284413,31772,0.238978
1,./input/compilador.log,lfu,densa,4,512,1000000,161379,17604,0.215844
1,./input/compilador.log,lfu,densa,4,1024,1000000,74061,8077,0.192821
1,./input/compilador.log,lfu,densa,4,2048,1000000,28389,3468,0.175893
1,./input/compilador.log,lfu,densa,4,4096,1000000,8979,1439,0.164822
1,./input/compilador.log,lfu,densa,4,8192,1000000,3730,498,0.155068
1,./input/compilador.log,lfu,densa,4,16384,1000000,2852,0,0.123859
1,./input/compilador.log,lfu,hier2,4,128,1000000,616152,90223,0.260975
1,./input/compilador.log,lfu,hier2,4,256,1000000,284413,31772,0.219670
1,./input/compilador.log,lfu,hier2,4,512,1000000,161379,17604,0.223530
1,./input/compilador.log,lfu,hier2,4,1024,1000000,74061,8077,0.202767
1,./input/compilador.log,lfu,hier2,4,2048,1000000,28389,3468,0.201787
1,./input/compilador.log,lfu,hier2,4,4096,1000000,8979,1439,0.155534
1,./input/compilador.log,lfu,hier2,4,8192,1000000,3730,498,0.140956
1,./input/compilador.log,lfu,hier2,4,16384,1000000,2852,0,0.133705
1,./input/compilador.log,lfu,hier3,4,128,1000000,616152,90223,0.272415
1,./input/compilador.log,lfu,hier3,4,256,1000000,284413,31772,0.240360
1,./input/compilador.log,lfu,hier3,4,512,1000000,161379,17604,0.267513
1,./input/compilador.log,lfu,hier3,4,1024,1000000,74061,8077,0.227355
1,./input/compilador.log,lfu,hier3,4,2048,1000000,28389,3468,0.183824
1,./input/compilador.log,lfu,hier3,4,4096,1000000,8979,1439,0.150268
1,./input/compilador.log,lfu,hier3,4,8192,1000000,3730,498,0.132281
1,./input/compilador.log,lfu,hier3,4,16384,1000000,2852,0,0.131642
1,./input/compilador.log,lfu,invertida,4,128,1000000,616152,90223,0.312833
1,./input/compilador.log,lfu,invertida,4,256,1000000,284413,31772,0.271645
1,./input/compilador.log,lfu,invertida,4,512,1000000,161379,17604,0.269485
1,./input/compilador.log,lfu,invertida,4,1024,1000000,74061,8077,0.210321
1,./input/compilador.log,lfu,invertida,4,2048,1000000,28389,3468,0.194887
1,./input/compilador.log,lfu,invertida,4,4096,1000000,8979,1439,0.165593
1,./input/compilador.log,lfu,invertida,4,8192,1000000,3730,498,0.163354
1,./input/compilador.log,lfu,invertida,4,16384,1000000,2852,0,0.141931
1,./input/matriz.log,lru,densa,4,128,1000000,48254,9674,0.140316
1,./input/matriz.log,lru,densa,4,256,1000000,21656,5687,0.123561
1,./input/matriz.log,lru,densa,4,512,1000000,13250,3812,0.125646
1,./input/matriz.log,lru,densa,4,1024,1000000,5673,1866,0.122433
1,./input/matriz.log,lru,densa,4,2048,1000000,3632,1159,0.133226
1,./input/matriz.log,lru,densa,4,4096,1000000,2803,789,0.148047
1,./input/matriz.log,lru,densa,4,8192,1000000,2576,259,0.139622
1,./input/matriz.log,lru,densa,4,16384,1000000,2543,0,0.130336
1,./input/matriz.log,lru,hier2,4,128,1000000,48254,9674,0.144418
1,./input/matriz.log,lru,hier2,4,256,1000000,21656,5687,0.146943
1,./input/matriz.log,lru,hier2,4,512,1000000,13250,3812,0.137242
1,./input/matriz.log,lru,hier2,4,1024,1000000,5673,1866,0.139580
1,./input/matriz.log,lru,hier2,4,2048,1000000,3632,1159,0.126465
1,./input/matriz.log,lru,hier2,4,4096,1000000,2803,789,0.126963
1,./input/matriz.log,lru,hier2,4,8192,1000000,2576,259,0.126808
1,./input/matriz.log,lru,hier2,4,16384,1000000,2543,0,0.122798
1,./input/matriz.log,lru,hier3,4,128,1000000,48254,9674,0.130539
1,./input/matriz.log,lru,hier3,4,256,1000000,21656,5687,0.150829
1,./input/matriz.log,lru,hier3,4,512,1000000,13250,3812,0.125321
1,./input/matriz.log,lru,hier3,4,1024,1000000,5673,1866,0.122017
1,./input/matriz.log,lru,hier3,4,2048,1000000,3632,1159,0.138964
1,./input/matriz.log,lru,hier3,4,4096,1000000,2803,789,0.127361
1,./input/matriz.log,lru,hier3,4,8192,1000000,2576,259,0.135719
1,./input/matriz.log,lru,hier3,4,16384,1000000,2543,0,0.132264
1,./input/matriz.log,lru,invertida,4,128,1000000,48254,9674,0.185918
1,./input/matriz.log,lru,invertida,4,256,1000000,21656,5687,0.141607
1,./input/matriz.log,lru,invertida,4,512,1000000,13250,3812,0.146673
1,./input/matriz.log,lru,invertida,4,1024,1000000,5673,1866,0.144296
1,./input/matriz.log,lru,invertida,4,2048,1000000,3632,1159,0.145985
1,./input/matriz.log,lru,invertida,4,4096,1000000,2803,789,0.168103
1,./input/matriz.log,lru,invertida,4,8192,1000000,2576,259,0.178014
1,./input/matriz.log,lru,invertida,4,16384,1000000,2543,0,0.135382
1,./input/matriz.log,fifo,densa,4,128,1000000,81638,18172,0.142451
1,./input/matriz.log,fifo,densa,4,256,1000000,30422,7585,0.143123
1,./input/matriz.log,fifo,densa,4,512,1000000,17523,4932,0.126236
1,./input/matriz.log,fifo,densa,4,1024,1000000,8551,2836,0.129601
1,./input/matriz.log,fifo,densa,4,2048,1000000,4850,1624,0.129704
1,./input/matriz.log,fifo,densa,4,4096,1000000,3264,969,0.149848
1,./input/matriz.log,fifo,densa,4,8192,1000000,2798,350,0.128372
1,./input/matriz.log,fifo,densa,4,16384,1000000,2543,0,0.135831
1,./input/matriz.log,fifo,hier2,4,128,1000000,81638,18172,0.140310
1,./input/matriz.log,fifo,hier2,4,256,1000000,30422,7585,0.165936
1,./input/matriz.log,fifo,hier2,4,512,1000000,17523,4932,0.133537
1,./input/matriz.log,fifo,hier2,4,1024,1000000,8551,2836,0.140720
1,./input/matriz.log,fifo,hier2,4,2048,1000000,4850,1624,0.130648
1,./input/matriz.log,fifo,hier2,4,4096,1000000,3264,969,0.126812
1,./input/matriz.log,fifo,hier2,4,8192,1000000,2798,350,0.135553
1,./input/matriz.log,fifo,hier2,4,16384,1000000,2543,0,0.124377
1,./input/matriz.log,fifo,hier3,4,128,1000000,81638,18172,0.138873
1,./input/matriz.log,fifo,hier3,4,256,1000000,30422,7585,0.126515
1,./input/matriz.log,fifo,hier3,4,512,1000000,17523,4932,0.132457
1,./input/matriz.log,fifo,hier3,4,1024,1000000,8551,2836,0.129194
1,./input/matriz.log,fifo,hier3,4,2048,1000000,4850,1624,0.120944
1,./input/matriz.log,fifo,hier3,4,4096,1000000,3264,969,0.150714
1,./input/matriz.log,fifo,hier3,4,8192,1000000,2798,350,0.155748
1,./input/matriz.log,fifo,hier3,4,16384,1000000,2543,0,0.156813
1,./input/matriz.log,fifo,invertida,4,128,1000000,81638,18172,0.182102
1,./input/matriz.log,fifo,invertida,4,256,1000000,30422,7585,0.137362
1,./input/matriz.log,fifo,invertida,4,512,1000000,17523,4932,0.137025
1,./input/matriz.log,fifo,invertida,4,1024,1000000,8551,2836,0.164395
1,./input/matriz.log,fifo,invertida,4,2048,1000000,4850,1624,0.143209
1,./input/matriz.log,fifo,invertida,4,4096,1000000,3264,969,0.171032
1,./input/matriz.log,fifo,invertida,4,8192,1000000,2798,350,0.144971
1,./input/matriz.log,fifo,invertida,4,16384,1000000,2543,0,0.143915
1,./input/matriz.log,random,densa,4,128,1000000,83471,18123,0.145916
1,./input/matriz.log,random,densa,4,256,1000000,35558,8507,0.129643
1,./input/matriz.log,random,densa,4,512,1000000,17986,5000,0.132744
1,./input/matriz.log,random,densa,4,1024,1000000,9279,2902,0.141182
1,./input/matriz.log,random,densa,4,2048,1000000,5250,1713,0.234990
1,./input/matriz.log,random,densa,4,4096,1000000,3411,991,0.133539
1,./input/matriz.log,random,densa,4,8192,1000000,2653,255,0.136104
1,./input/matriz.log,random,densa,4,16384,1000000,2543,0,0.138175
1,./input/matriz.log,random,hier2,4,128,1000000,83373,18229,0.134125
1,./input/matriz.log,random,hier2,4,256,1000000,35548,8431,0.244846
1,./input/matriz.log,random,hier2,4,512,1000000,18240,5078,0.132512
1,./input/matriz.log,random,hier2,4,1024,1000000,9328,2915,0.137447
1,./input/matriz.log,random,hier2,4,2048,1000000,5188,1752,0.121847
1,./input/matriz.log,random,hier2,4,4096,1000000,3487,991,0.127336
1,./input/matriz.log,random,hier2,4,8192,1000000,2665,276,0.127744
1,./input/matriz.log,random,hier2,4,16384,1000000,2543,0,0.127267
1,./input/matriz.log,random,hier3,4,128,1000000,83566,18204,0.143244
1,./input/matriz.log,random,hier3,4,256,1000000,35502,8547,0.132603
1,./input/matriz.log,random,hier3,4,512,1000000,18228,5080,0.136991
1,./input/matriz.log,random,hier3,4,1024,1000000,9207,2962,0.121260
1,./input/matriz.log,random,hier3,4,2048,1000000,5199,1750,0.129504
1,./input/matriz.log,random,hier3,4,4096,1000000,3405,1009,0.133119
1,./input/matriz.log,random,hier3,4,8192,1000000,2659,274,0.133309
1,./input/matriz.log,random,hier3,4,16384,1000000,2543,0,0.125030
1,./input/matriz.log,random,invertida,4,128,1000000,83345,18221,0.142440
1,./input/matriz.log,random,invertida,4,256,1000000,35514,8535,0.149024
1,./input/matriz.log,random,invertida,4,512,1000000,18187,5073,0.143189
1,./input/matriz.log,random,invertida,4,1024,1000000,9326,2986,0.136087
1,./input/matriz.log,random,invertida,4,2048,1000000,5121,1687,0.135941
1,./input/matriz.log,random,invertida,4,4096,1000000,3420,978,0.164075
1,./input/matriz.log,random,invertida,4,8192,1000000,2662,279,0.173108
1,./input/matriz.log,random,invertida,4,16384,1000000,2543,0,0.171114
1,./input/matriz.log,lfu,densa,4,128,1000000,271375,55150,0.183598
1,./input/matriz.log,lfu,densa,4,256,1000000,193787,43562,0.189937
1,./input/matriz.log,lfu,densa,4,512,1000000,171334,40449,0.235743
1,./input/matriz.log,lfu,densa,4,1024,1000000,142996,34934,0.309966
1,./input/matriz.log,lfu,densa,4,2048,1000000,93528,25702,0.337107
1,./input/matriz.log,lfu,densa,4,4096,1000000,31396,12995,0.249135
1,./input/matriz.log,lfu,densa,4,8192,1000000,4009,815,0.165120
1,./input/matriz.log,lfu,densa,4,16384,1000000,2543,0,0.133903
1,./input/matriz.log,lfu,hier2,4,128,1000000,271375,55150,0.177638
1,./input/matriz.log,lfu,hier2,4,256,1000000,193787,43562,0.208764
1,./input/matriz.log,lfu,hier2,4,512,1000000,171334,40449,0.229575
1,./input/matriz.log,lfu,hier2,4,1024,1000000,142996,34934,0.307060
1,./input/matriz.log,lfu,hier2,4,2048,1000000,93528,25702,0.392551
1,./input/matriz.log,lfu,hier2,4,4096,1000000,31396,12995,0.285708
1,./input/matriz.log,lfu,hier2,4,8192,1000000,4009,815,0.142326
1,./input/matriz.log,lfu,hier2,4,16384,1000000,2543,0,0.155243
1,./input/matriz.log,lfu,hier3,4,128,1000000,271375,55150,0.210344
1,./input/matriz.log,lfu,hier3,4,256,1000000,193787,43562,0.212099
1,./input/matriz.log,lfu,hier3,4,512,1000000,171334,40449,0.226558
1,./input/matriz.log,lfu,hier3,4,1024,1000000,142996,34934,0.302993
1,./input/matriz.log,lfu,hier3,4,2048,1000000,93528,25702,0.331868
1,./input/matriz.log,lfu,hier3,4,4096,1000000,31396,12995,0.285203
1,./input/matriz.log,lfu,hier3,4,8192,1000000,4009,815,0.189113
1,./input/matriz.log,lfu,hier3,4,16384,1000000,2543,0,0.133705
1,./input/matriz.log,lfu,invertida,4,128,1000000,271375,55150,0.200495
1,./input/matriz.log,lfu,invertida,4,256,1000000,193787,43562,0.224105
1,./input/matriz.log,lfu,invertida,4,512,1000000,171334,40449,0.247257
1,./input/matriz.log,lfu,invertida,4,1024,1000000,142996,34934,0.320873
